airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
GS,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300.0,100.0,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效,,,
GS,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,500.0,200.0,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效,,,
GS,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,700.0,350.0,KMG319/KMG279/SZX146,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",有效,,,
GS,7、海天无限,所有航线：产品代码：GHLC,Y 舱：0%； B/H/K 舱:7%； L/M/X 舱：10%; V/N/特价舱：12%,下浮,5元/航段,KMG319/KMG279/SZX146,行李额20kg，航变无忧退改等权益，天津航空所有授权签约代理人,有效,,,
GS,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEA1,330.0,150.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,410.0,150.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEB1,530.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,8、优享商旅,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GS,（内容由AI生成，仅供参考）,所有航线,订舱E  联动V/N/A/U/T/P 产品代码：THEA1,610.0,280.0,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。 ",有效,,,
GJ,GJ TMC,所有航线,外放舱位,180.0,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GP/BSP,TMC180,
GJ,GJ  TMC,所有航线,外放舱位,280.0,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GP/BSP,TMC280,
GJ,GJ   TMC,所有航线,外放舱位,500.0,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GP/BSP,TMC500,
GJ,GJ商务优行,所有航线,Z/U/V/G/Q/P/L/H/B,差价,,KMG319/KMG279/CTU152,"选择任意高于外放舱位，带有YYX代码的运价，订高舱减低舱差价*60%,运价代码：运价代码：VYX10Z",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U,180.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,180.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U/I,180.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,E/E1ID/D1/I/I1fI2/I3,180.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U,280.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U/Z,280.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,280.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,E/E1/D/D1/I/I1/I2/13,280.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U,380.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,380.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,B/H/L/Q/V/U/Z,380.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ尊享优+,所有航线,E/E1/D/D1/I/I1/I2/I3,380.0,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GP/BSP,(运价标识：YYX),
GJ,GJ轻松驿客 （休息室),全国  ,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,150.0,,KMG319/KMG279/CTU152,舱位+VL+150,有效,GP/BSP,产品代码：VL,
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),40.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),60.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),80.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),150.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),200.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),300.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),500.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),800.0,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GP/BSP,（舱位代码 +JFYX +直加金额),
GJ,GJ多段有礼,所有航线,Y-I 舱（ 含子舱位， 不含 11/12/13)产品运价LDCP 订座舱位对应运价基础+LDCP+下浮比例,两段以上直减3%-5%,,KMG319/KMG279/CTU152,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。",有效,GP/BSP,订座舱位对应运价基础+LDCP+下浮比例,
GJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GP/BSP,,
GJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GP/BSP,,
GJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GP/BSP,,
GJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GP/BSP,,
GJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GP/BSP,,
CZ,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,150.0,,KMG319/KMG279,"PAT:A@01ZYXHAAMD,02EYXKAAMD，南航对应OFFICE号B2B2下单，发送车辆群效验",2026.12.31,GP/BSP/B2B,*YXKMGJT,
CZ,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,GP/BSP/B2B,*YXKMGJL,
CZ,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,420.0,,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,GP/BSP/B2B,*YXKMGJD,
CZ,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,580.0,,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,GP/BSP/B2B,*YXKMGDL,
CZ,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,800.0,,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,GP/BSP/B2B,*YXKMGHP,
CZ,CZ优享飞,成都进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,350.0,,KMG319,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,GP/BSP/B2B,*YXKMGJH,
CZ,CZ优享飞,贵阳进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,KMG319/KMG279,"（备注：南航贵阳进出港东海岸后返160元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,GP/BSP/B2B,*YXKMGJY,
CZ,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,180.0,,KMG319/KMG279,"（备注：全国进出港东海岸后返98元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,GP/BSP/B2B,*YXKMGXA,
CZ,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,280.0,,KMG319/KMG279,"（备注：全国进出港东海岸后返168元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,GP/BSP/B2B,*YXKMGXC,
